1 21 -1.9803265e-06
1 22 -1.9677306e-06
1 23 -2.947595e-06
1 24 -2.9157388e-06
1 25 -3.865861e-06
1 26 -4.788576e-06
1 27 -6.670066e-06
1 28 -7.490234e-06
1 29 -9.220191e-06
1 30 -1.181892e-05
1 31 -1.422892e-05
1 32 -1.716781e-05
1 33 -2.183615e-05
1 34 -2.593907e-05
1 35 -3.226515e-05
1 36 -3.85364e-05
1 37 -4.73923e-05
1 38 -5.73719e-05
1 39 -7.08938e-05
1 40 -8.92366e-05
1 41 -0.0001105181
1 42 -0.0001326772
1 43 -0.000164459
1 44 -0.000205408
1 45 -0.000263864
1 46 -0.000327978
1 47 -0.000404737
1 48 -0.000513007
1 49 -0.000628594
1 50 -0.000791326
1 51 -0.000994159
1 52 -0.001256291
1 53 -0.0015693
1 54 -0.0019393
1 55 -0.00242206
1 56 -0.00294317
1 57 -0.00363314
1 58 -0.0044825
1 59 -0.00548987
1 60 -0.00662692
1 61 -0.00788837
1 62 -0.00937084
1 63 -0.01110467
1 64 -0.01289772
1 65 -0.01510505
1 66 -0.01715467
1 67 -0.01942812
1 68 -0.02204719
1 69 -0.02480062
1 70 -0.0273862
1 71 -0.03014265
1 72 -0.03275035
1 73 -0.0356394
1 74 -0.03847569
1 75 -0.04121881
1 76 -0.04382966
1 77 -0.0462728
1 78 -0.04830471
1 79 -0.05032304
1 80 -0.05165792
1 81 -0.05318627
1 82 -0.05447105
1 83 -0.05551747
1 84 -0.05633725
1 85 -0.05718569
1 86 -0.05760591
1 87 -0.05785983
1 88 -0.05796935
1 89 -0.0579574
1 90 -0.057848
1 91 -0.05765739
1 92 -0.05740116
1 93 -0.05709231
1 94 -0.05673849
1 95 -0.05634305
1 96 -0.05590718
1 97 -0.05543002
1 98 -0.05491067
1 99 -0.05434314
1 100 -0.0537252
1 101 -0.05305321
1 102 -0.05232568
1 103 -0.05154195
1 104 -0.0507036
1 105 -0.0498129
1 106 -0.0488731
1 107 -0.0478872
1 108 -0.0468627
1 109 -0.0458017
1 110 -0.0447104
1 111 -0.0438134
1 112 -0.0426653
1 113 -0.0417062
1 114 -0.0405059
1 115 -0.0394865
1 116 -0.0384331
1 117 -0.03715459
1 118 -0.03585601
1 119 -0.03453976
1 120 -0.03287939
1 121 -0.03155114
1 122 -0.03007037
1 123 -0.02874105
